size,time(ms)
79100000,11.0901
79200000,9.64877
79300000,11.1626
79400000,11.1676
79500000,9.6538
79600000,11.2238
79700000,9.67918
79800000,11.2194
79900000,11.2652
80000000,9.69435
80100000,11.4734
80200000,11.2559
80300000,9.75344
80400000,11.3042
80500000,11.3222
80600000,9.81814
80700000,11.4268
80800000,11.3733
80900000,9.82767
81000000,11.4894
81100000,11.4351
81200000,9.81323
81300000,11.4599
81400000,11.4985
81500000,9.91774
81600000,11.5077
81700000,10.0014
81800000,11.4364
81900000,11.3572
82000000,9.85117
82100000,11.4181
82200000,11.3901
82300000,9.77417
82400000,11.4346
82500000,11.5451
82600000,9.81805
82700000,11.4304
82800000,11.6217
82900000,9.94353
83000000,11.5008
83100000,11.5784
83200000,10.0732
83300000,11.546
83400000,11.5918
83500000,10.0121
83600000,11.6059
83700000,10.0555
83800000,11.6568
83900000,11.7425
84000000,10.1042
84100000,11.6548
84200000,11.6614
84300000,10.1278
84400000,11.7293
84500000,11.808
84600000,10.146
84700000,11.7919
84800000,10.1514
84900000,11.7477
85000000,11.7635
85100000,10.2652
85200000,11.8122
85300000,11.8076
85400000,10.2167
85500000,11.8712
85600000,11.8627
85700000,10.3038
85800000,11.9042
85900000,11.9636
86000000,10.2565
86100000,11.9466
86200000,10.3358
86300000,11.9571
86400000,12.1941
86500000,10.3966
86600000,11.9872
86700000,11.9918
86800000,10.4151
86900000,12.0348
87000000,12.0387
87100000,10.5335
87200000,12.105
87300000,10.5343
87400000,12.1496
87500000,12.1655
87600000,10.4679
87700000,12.1832
87800000,12.2497
87900000,10.4264
88000000,12.3651
88100000,12.2257
88200000,10.4387
88300000,12.5326
88400000,10.7554
88500000,12.2718
88600000,12.2829
88700000,10.6692
88800000,12.3115
88900000,12.3247
89000000,10.7425
89100000,12.3657
89200000,12.363
89300000,10.7592
89400000,12.4086
89500000,10.7838
89600000,12.4741
89700000,12.4769
89800000,10.8171
89900000,12.4717
90000000,12.4713
90100000,10.8864
90200000,12.5254
90300000,10.9042
90400000,12.5735
90500000,12.6294
90600000,10.8849
90700000,12.5872
90800000,12.6264
90900000,10.9774
91000000,12.6071
91100000,11.0206
91200000,12.6924
91300000,12.702
91400000,11.0809
91500000,12.6824
91600000,12.6906
91700000,11.1651
91800000,12.825
91900000,11.224
92000000,12.7728
92100000,12.802
92200000,11.1464
92300000,12.8924
92400000,11.2333
92500000,12.835
92600000,12.8273
92700000,11.3215
92800000,12.8778
92900000,11.3814
93000000,12.9155
93100000,12.9155
93200000,11.3329
93300000,12.9951
93400000,12.9474
93500000,11.3514
93600000,12.979
93700000,11.3718
93800000,13.059
93900000,13.0702
94000000,11.4004
94100000,13.0646
94200000,11.5656
94300000,13.0975
94400000,13.1088
94500000,11.4705
94600000,13.1376
94700000,11.4814
94800000,13.2011
94900000,13.189
95000000,11.5535
95100000,13.1952
95200000,11.5708
95300000,13.2364
95400000,13.3303
95500000,11.5223
95600000,13.3496
95700000,13.2889
95800000,11.6242
95900000,13.304
96000000,11.7663
96100000,13.3154
96200000,13.4317
96300000,11.7189
96400000,13.3802
96500000,11.9295
96600000,13.399
96700000,13.4382
96800000,11.7689
96900000,13.5164
97000000,11.7518
97100000,13.595
97200000,13.6051
97300000,11.6425
97400000,13.6659
97500000,12.3575
97600000,13.5373
97700000,11.9617
97800000,13.5828
97900000,13.6033
98000000,11.9534
98100000,13.6074
98200000,11.9832
98300000,13.6438
98400000,13.6912
98500000,12.1171
98600000,13.8219
98700000,12.2256
98800000,13.7002
98900000,13.7139
99000000,12.114
99100000,13.7382
99200000,12.1172
99300000,13.8044
99400000,13.8282
99500000,12.15
99600000,13.8883
99700000,12.0949
99800000,13.9562
99900000,12.2199
100000000,13.8649
